---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|DATE_TIME        |WEEK   |DAY|DATE_     |TIME    |HOUR|EVENT                             |WAITED_SECONDS|WAITED_MINUTES|WAITED_HOURS|ACTIVE_SESSIONS|WAITS  |AVG_MS    |INST_ID|OBJECT_NAMES                                                                                                                                               |
|2019-04-15  22 ->|2019-15|Mon|2019-04-15|22:00:00|22  |CPU                               |         3.979|            66|1.11        |1.12           |       |          |      1|TAB$,37889856,21%;SEG$,32131216,18%;WRH$_ACTIVE_SESSION_HISTORY,14822992,8%;WRH$_ACTIVE_SESSION_HISTORY,11972544,7%;WRH$_ACTIVE_SESSION_HISTORY,10061056,6%|
|2019-04-15  22 ->|2019-15|Mon|2019-04-15|22:00:00|22  |db file scattered read            |         1.387|            23|.39         |.39            |119630 |11.6      |      1|WRH$_SEG_STAT_OBJ_PK,3079,100%                                                                                                                             |
|2019-04-15  22 ->|2019-15|Mon|2019-04-15|22:00:00|22  |OTHER                             |           191|             3|.05         |.05            |       |          |      1|                                                                                                                                                           |
|2019-04-15  21 ->|2019-15|Mon|2019-04-15|21:00:00|21  |direct path read                  |        12.884|           215|3.58        |3.56           |329756 |39.07     |      1|/BIC/FZFIGLR07,2076046,9%;/BIC/FZFIGLR07,1339058,6%;/BIC/FZFIGLR07,1283758,6%;/BIC/FZFIGLR07,1271410,6%;/BIC/FZFIGLR07,1234268,5%                          |
|2019-04-15  21 ->|2019-15|Mon|2019-04-15|21:00:00|21  |log buffer space                  |         3.175|            53|.88         |.88            |4106   |773.32    |      1|                                                                                                                                                           |
|2019-04-15  21 ->|2019-15|Mon|2019-04-15|21:00:00|21  |CPU                               |         2.709|            45|.75         |.75            |       |          |      1|LOB$,2262448,7%;/BIC/FZFIGLR07,2076176,6%;SEG$,1812032,5%                                                                                                  |
|2019-04-15  21 ->|2019-15|Mon|2019-04-15|21:00:00|21  |OTHER                             |         2.675|            45|.74         |.74            |       |          |      1|                                                                                                                                                           |
|2019-04-15  21 ->|2019-15|Mon|2019-04-15|21:00:00|21  |log file sync                     |         2.422|            40|.67         |.67            |29236  |82.86     |      1|I_OBJ1,482032,31%;SEG$,352672,23%;I_OBJ4,113856,7%;OBJ$,99312,6%;/BIC/B0000207002~0,92896,6%                                                               |
|2019-04-15  20 ->|2019-15|Mon|2019-04-15|20:00:00|20  |direct path read                  |        17.729|           295|4.92        |4.9            |490013 |36.18     |      1|/BIC/FZRTABR90,3434327,12%;/BIC/FZFIGLR07,2076046,7%;/BIC/FZRTABR90,1760590,6%                                                                             |
|2019-04-15  20 ->|2019-15|Mon|2019-04-15|20:00:00|20  |OTHER                             |         5.310|            88|1.47        |1.47           |       |          |      1|                                                                                                                                                           |
|2019-04-15  20 ->|2019-15|Mon|2019-04-15|20:00:00|20  |log buffer space                  |         4.478|            75|1.24        |1.24           |5335   |839.33    |      1|                                                                                                                                                           |
|2019-04-15  20 ->|2019-15|Mon|2019-04-15|20:00:00|20  |CPU                               |         4.195|            70|1.17        |1.16           |       |          |      1|/BIC/FZRTABR90,3434448,9%;/BIC/FZFIGLR07,2076176,5%                                                                                                        |
|2019-04-15  20 ->|2019-15|Mon|2019-04-15|20:00:00|20  |log file sync                     |         2.354|            39|.65         |.65            |83283  |28.26     |      1|SEG$,450416,19%;/BIC/B0000208000,242352,10%;/BIC/AZFIGLD2040,222624,9%;/BIC/AZFIGLA0100,218320,9%;/BIC/B0000208000~0,134720,6%                             |
|2019-04-15  19 ->|2019-15|Mon|2019-04-15|19:00:00|19  |direct path read                  |        22.213|           370|6.17        |6.14           |620911 |35.77     |      1|/BIC/FZRTABR90,3434077,13%;/BIC/FZFIGLR07,2234025,9%;/BIC/FZRTABR90,1760590,7%;/BIC/FZFIGLR07,1434705,6%;/BIC/FZFIGLR07,1375455,5%                         |
|2019-04-15  19 ->|2019-15|Mon|2019-04-15|19:00:00|19  |log file sync                     |        10.890|           182|3.03        |3.01           |184303 |59.09     |      1|I_OBJ1,817712,12%;/BIC/B0000208000,627120,9%;/BIC/AZFIGLD2040,574736,8%;/BIC/AZFIGLA0100,574032,8%;SEG$,501808,7%                                          |
